Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
948,Ísak Jóhannesson,is ISL,MF,Köln,de Bundesliga,22.0,2003,5,4,379,4.2,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,2,23,6,0.24,0.12,948,is ISL,MF,de Bundesliga,22-190,2003,4.2,1,2,1,50.0,0.47,0.24,0.50,1.00,14.3,0,0,0,0.4,0.4,0.19,+0.6,+0.6,948,is ISL,MF,de Bundesliga,22-190,2003,4.2,151,185,81.6,2933,797,0,0.1,0.8,-0.1,2,24,7,2,23,948,is ISL,MF,de Bundesliga,22-190,2003,4.2,185,161,22,11,0,1,13,1,5,5,0,0,151,2,1,948,is ISL,MF,de Bundesliga,22-190,2003,4.2,12,2.86,11,1,0,0,0,0,3,0.72,948,is ISL,MF,de Bundesliga,22-190,2003,4.2,4,3,1,2,1,4,75.0,1,3,2,1,1,5,4,0,948,is ISL,MF,de Bundesliga,22-190,2003,4.2,205,5,26,136,43,5,205,0,0,,0,,129,596,285,2,4,0,5,2,143,6,1159,is ISL,MF,de Bundesliga,22-190,2003,5,379,76,84.2,4.2,4,84,4,1,45,0,1.40,8,7,+1,+0.24,+0.24,6.3,7.6,-1.3,-0.30,948,is ISL,MF,de Bundesliga,22-190,2003,4.2,1,0,0,3,0,0,13,1,3,0,0,0,14,2,4,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Dennis Johnsen,no NOR,"FW,MF",Cremonese,it Serie A,27.0,1998,2,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,6,0.00,0.06,949,no NOR,"FW,MF",it Serie A,27-224,1998,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,949,no NOR,"FW,MF",it Serie A,27-224,1998,0.9,9,26,34.6,189,39,0,0.0,0.1,0.0,1,0,1,1,2,949,no NOR,"FW,MF",it Serie A,27-224,1998,0.9,26,22,4,1,0,0,5,0,3,2,0,0,9,0,3,949,no NOR,"FW,MF",it Serie A,27-224,1998,0.9,1,1.15,1,0,0,0,0,0,0,0.00,949,no NOR,"FW,MF",it Serie A,27-224,1998,0.9,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,949,no NOR,"FW,MF",it Serie A,27-224,1998,0.9,37,1,5,18,14,2,37,4,1,25.0,3,75.0,17,85,35,2,2,2,4,1,26,6,1161,no NOR,"FW,MF",it Serie A,27-224,1998,2,78,39,17.3,0.9,1,64,1,1,14,1,1.00,0,1,-1,-1.15,-1.88,0.2,1.5,-1.2,-1.44,949,no NOR,"FW,MF",it Serie A,27-224,1998,0.9,0,0,0,1,0,0,5,0,0,0,0,0,2,6,2,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Brennan Johnson,wls WAL,FW,Tottenham,eng Premier League,24.0,2001,6,3,268,3.0,2,0,2,2,0,0,1,0,0.9,0.9,0.2,1.1,8,6,18,0.67,0.36,950,wls WAL,FW,eng Premier League,24-129,2001,3.0,2,4,2,50.0,1.34,0.67,0.50,1.00,17.7,0,0,0,0.9,0.9,0.22,+1.1,+1.1,950,wls WAL,FW,eng Premier League,24-129,2001,3.0,48,71,67.6,730,179,0,0.2,0.1,-0.2,3,5,2,1,6,950,wls WAL,FW,eng Premier League,24-129,2001,3.0,71,69,2,1,0,0,10,1,0,0,0,0,48,0,1,950,wls WAL,FW,eng Premier League,24-129,2001,3.0,4,1.34,4,0,0,0,0,0,0,0.00,950,wls WAL,FW,eng Premier League,24-129,2001,3.0,5,3,1,3,1,1,0.0,1,2,0,2,1,6,6,0,950,wls WAL,FW,eng Premier League,24-129,2001,3.0,104,5,14,35,55,9,104,3,0,0.0,2,66.7,54,357,184,8,3,2,9,1,69,18,1162,wls WAL,FW,eng Premier League,24-129,2001,6,268,45,49.6,3.0,3,71,3,3,19,0,1.83,7,1,+6,+2.01,+1.68,3.5,4.0,-0.4,-0.14,950,wls WAL,FW,eng Premier League,24-129,2001,3.0,1,0,0,1,4,4,10,1,3,0,0,0,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Karl-Johan Johnsson,se SWE,GK,Strasbourg,fr Ligue 1,35.0,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,951,se SWE,GK,fr Ligue 1,35-244,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,951,se SWE,GK,fr Ligue 1,35-244,1990,1.0,27,34,79.4,604,391,0,0.0,0.0,0.0,0,0,0,0,0,951,se SWE,GK,fr Ligue 1,35-244,1990,1.0,34,30,4,2,0,0,0,0,0,0,0,0,27,0,0,951,se SWE,GK,fr Ligue 1,35-244,1990,1.0,1,1.00,1,0,0,0,0,0,0,0.00,951,se SWE,GK,fr Ligue 1,35-244,1990,1.0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,951,se SWE,GK,fr Ligue 1,35-244,1990,1.0,38,29,38,0,0,0,38,0,0,,0,,19,53,28,0,0,0,0,0,24,0,1163,se SWE,GK,fr Ligue 1,35-244,1990,1,90,90,16.7,1.0,1,90,1,0,,5,3.00,1,0,+1,+1.00,+0.80,1.8,0.4,+1.3,+1.34,951,se SWE,GK,fr Ligue 1,35-244,1990,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0,48,se SWE,GK,fr Ligue 1,35-244,1990,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,0,0,0,0,48,se SWE,GK,fr Ligue 1,35-244,1990,1.0,0,0,0,0,0,0.3,0.14,+0.3,+0.28,3,10,30.0,32,2,28.1,29.6,13,1,7.7,3,3.00,18.9
952,Sam Johnstone,eng ENG,GK,Wolves,eng Premier League,32.0,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,952,eng ENG,GK,eng Premier League,32-188,1993,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,952,eng ENG,GK,eng Premier League,32-188,1993,2.0,49,90,54.4,1534,1135,0,0.0,0.0,0.0,0,3,0,0,0,952,eng ENG,GK,eng Premier League,32-188,1993,2.0,90,70,20,6,0,0,0,0,0,0,0,0,49,0,0,952,eng ENG,GK,eng Premier League,32-188,1993,2.0,0,0.00,0,0,0,0,0,0,0,0.00,952,eng ENG,GK,eng Premier League,32-188,1993,2.0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,952,eng ENG,GK,eng Premier League,32-188,1993,2.0,99,74,98,1,0,0,99,0,0,,0,,59,334,193,0,0,0,0,0,48,0,1164,eng ENG,GK,eng Premier League,32-188,1993,2,180,90,33.3,2.0,2,90,2,0,,4,0.50,1,2,-1,-0.50,+1.50,1.6,2.3,-0.7,-0.34,952,eng ENG,GK,eng Premier League,32-188,1993,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,49,eng ENG,GK,eng Premier League,32-188,1993,2,2,180,2.0,2,1.00,7,5,71.4,0,1,1,0,0.0,0,0,0,0,49,eng ENG,GK,eng Premier League,32-188,1993,2.0,2,0,0,0,0,3.1,0.45,+1.1,+0.57,16,55,29.1,76,12,59.2,41.4,51,1,2.0,3,1.50,11.7
953,Curtis Jones,eng ENG,MF,Liverpool,eng Premier League,24.0,2001,5,1,191,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,3,25,5,0.00,0.20,953,eng ENG,MF,eng Premier League,24-242,2001,2.1,0,1,0,0.0,0.47,0.00,0.00,,25.1,0,0,0,0.0,0.0,0.04,0.0,0.0,953,eng ENG,MF,eng Premier League,24-242,2001,2.1,127,141,90.1,2208,723,0,0.4,0.4,-0.4,3,17,8,1,25,953,eng ENG,MF,eng Premier League,24-242,2001,2.1,141,135,5,3,2,0,2,1,0,0,0,0,127,1,0,953,eng ENG,MF,eng Premier League,24-242,2001,2.1,7,3.25,5,0,0,1,1,0,2,0.93,953,eng ENG,MF,eng Premier League,24-242,2001,2.1,6,4,2,4,0,4,75.0,1,1,0,1,0,6,3,0,953,eng ENG,MF,eng Premier League,24-242,2001,2.1,156,3,27,105,26,1,156,4,3,75.0,1,25.0,102,448,210,3,1,1,2,0,121,5,1165,eng ENG,MF,eng Premier League,24-242,2001,5,191,38,35.4,2.1,1,90,1,4,25,0,2.40,6,4,+2,+0.94,+0.17,2.1,2.3,-0.2,-0.09,953,eng ENG,MF,eng Premier League,24-242,2001,2.1,0,0,0,1,2,0,2,0,4,0,0,0,13,2,5,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,28.0,1997,5,4,375,4.2,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,12,45,4,0.24,0.08,954,nl NED,MF,es La Liga,28-140,1997,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,954,nl NED,MF,es La Liga,28-140,1997,4.2,365,385,94.8,5522,1672,1,0.3,0.6,+0.7,7,53,6,2,45,954,nl NED,MF,es La Liga,28-140,1997,4.2,385,371,12,11,0,2,2,1,0,0,0,0,365,2,2,954,nl NED,MF,es La Liga,28-140,1997,4.2,14,3.37,13,1,0,0,0,0,2,0.48,954,nl NED,MF,es La Liga,28-140,1997,4.2,12,7,3,7,2,5,100.0,0,1,1,0,5,17,3,0,954,nl NED,MF,es La Liga,28-140,1997,4.2,412,9,59,262,95,3,412,1,0,0.0,1,100.0,254,1459,788,12,7,0,2,3,335,4,1167,nl NED,MF,es La Liga,28-140,1997,5,375,75,59.5,4.2,4,83,4,1,45,0,2.60,11,2,+9,+2.16,-0.31,9.1,3.6,+5.5,+1.33,954,nl NED,MF,es La Liga,28-140,1997,4.2,0,0,0,5,8,0,2,5,7,0,0,0,17,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Josan,es ESP,"DF,FW",Elche,es La Liga,35.0,1989,3,2,165,1.8,0,1,1,0,0,0,1,0,0.1,0.1,1.7,1.8,7,6,20,0.55,1.00,955,es ESP,"DF,FW",es La Liga,35-300,1989,1.8,0,1,0,0.0,0.55,0.00,0.00,,6.2,0,0,0,0.1,0.1,0.12,-0.1,-0.1,955,es ESP,"DF,FW",es La Liga,35-300,1989,1.8,71,91,78.0,1200,328,1,1.7,1.2,-0.7,7,1,4,4,6,955,es ESP,"DF,FW",es La Liga,35-300,1989,1.8,91,81,10,0,0,0,20,3,7,1,2,0,71,0,5,955,es ESP,"DF,FW",es La Liga,35-300,1989,1.8,10,5.49,8,1,0,1,0,0,1,0.55,955,es ESP,"DF,FW",es La Liga,35-300,1989,1.8,2,2,1,0,1,2,100.0,0,2,0,2,0,2,1,0,955,es ESP,"DF,FW",es La Liga,35-300,1989,1.8,101,1,11,27,63,6,101,0,0,,0,,67,338,126,7,2,2,1,0,78,20,1168,es ESP,"DF,FW",es La Liga,35-300,1989,3,165,55,26.2,1.8,2,80,2,1,6,3,2.33,4,1,+3,+1.64,+1.44,5.2,1.6,+3.6,+1.96,955,es ESP,"DF,FW",es La Liga,35-300,1989,1.8,1,0,0,2,1,0,20,0,2,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Mateo Joseph,es ESP,"FW,MF",Mallorca,es La Liga,21.0,2003,6,4,376,4.2,0,0,0,0,0,0,0,0,1.3,1.3,0.1,1.4,6,4,19,0.00,0.34,956,es ESP,"FW,MF",es La Liga,21-345,2003,4.2,0,9,3,33.3,2.15,0.72,0.00,0.00,14.6,0,0,0,1.3,1.3,0.15,-1.3,-1.3,956,es ESP,"FW,MF",es La Liga,21-345,2003,4.2,40,53,75.5,498,119,0,0.1,0.1,-0.1,2,1,1,0,4,956,es ESP,"FW,MF",es La Liga,21-345,2003,4.2,53,52,1,1,0,0,1,0,0,0,0,0,40,0,1,956,es ESP,"FW,MF",es La Liga,21-345,2003,4.2,8,1.93,4,0,1,1,2,0,1,0.24,956,es ESP,"FW,MF",es La Liga,21-345,2003,4.2,3,2,1,2,0,4,50.0,2,5,2,3,2,5,1,0,956,es ESP,"FW,MF",es La Liga,21-345,2003,4.2,110,1,15,50,47,12,110,9,4,44.4,5,55.6,71,384,143,6,4,5,17,6,74,19,1169,es ESP,"FW,MF",es La Liga,21-345,2003,6,376,63,59.7,4.2,4,78,4,2,33,1,0.67,2,7,-5,-1.20,-1.20,3.3,7.5,-4.2,-1.00,956,es ESP,"FW,MF",es La Liga,21-345,2003,4.2,0,0,0,3,9,1,1,2,2,1,0,0,8,1,12,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Lazar Jovanović,rs SRB,"FW,MF",Stuttgart,de Bundesliga,18.0,2006,2,0,34,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,2,1,2,0.00,0.36,957,rs SRB,"FW,MF",de Bundesliga,18-303,2006,0.4,0,1,0,0.0,2.65,0.00,0.00,,10.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,957,rs SRB,"FW,MF",de Bundesliga,18-303,2006,0.4,5,10,50.0,66,12,0,0.1,0.3,-0.1,1,0,0,0,1,957,rs SRB,"FW,MF",de Bundesliga,18-303,2006,0.4,10,10,0,0,0,0,0,0,0,0,0,0,5,0,0,957,rs SRB,"FW,MF",de Bundesliga,18-303,2006,0.4,1,2.50,1,0,0,0,0,0,0,0.00,957,rs SRB,"FW,MF",de Bundesliga,18-303,2006,0.4,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,957,rs SRB,"FW,MF",de Bundesliga,18-303,2006,0.4,13,0,2,3,8,3,13,1,1,100.0,0,0.0,11,126,45,2,1,3,1,2,13,2,1171,rs SRB,"FW,MF",de Bundesliga,18-303,2006,2,34,17,7.6,0.4,0,,0,2,17,1,1.50,2,0,+2,+5.29,+5.51,0.7,0.3,+0.4,+1.03,957,rs SRB,"FW,MF",de Bundesliga,18-303,2006,0.4,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Abdulai Juma Bah,sl SLE,DF,Nice,fr Ligue 1,19.0,2006,5,5,450,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,2,14,0,0.00,0.05,958,sl SLE,DF,fr Ligue 1,19-171,2006,5.0,0,1,0,0.0,0.20,0.00,0.00,,11.6,0,0,0,0.0,0.0,0.04,0.0,0.0,958,sl SLE,DF,fr Ligue 1,19-171,2006,5.0,321,343,93.6,5386,1829,0,0.2,0.3,-0.2,1,11,0,0,14,958,sl SLE,DF,fr Ligue 1,19-171,2006,5.0,343,326,17,11,0,0,0,1,0,0,0,0,321,0,0,958,sl SLE,DF,fr Ligue 1,19-171,2006,5.0,4,0.80,4,0,0,0,0,0,0,0.00,958,sl SLE,DF,fr Ligue 1,19-171,2006,5.0,6,4,3,3,0,2,50.0,1,6,3,3,3,9,26,0,958,sl SLE,DF,fr Ligue 1,19-171,2006,5.0,388,41,155,228,7,4,388,4,4,100.0,0,0.0,262,1348,687,2,1,0,1,1,266,0,1173,sl SLE,DF,fr Ligue 1,19-171,2006,5,450,90,83.3,5.0,5,90,5,0,,1,1.20,6,9,-3,-0.60,-0.60,7.3,7.5,-0.1,-0.03,958,sl SLE,DF,fr Ligue 1,19-171,2006,5.0,2,0,0,8,1,0,0,3,4,0,0,0,26,14,11,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Anthony Jung,de GER,DF,Freiburg,de Bundesliga,33.0,1991,2,1,111,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.01,959,de GER,DF,de Bundesliga,33-330,1991,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,959,de GER,DF,de Bundesliga,33-330,1991,1.2,57,74,77.0,1001,308,0,0.0,0.1,0.0,1,7,1,0,5,959,de GER,DF,de Bundesliga,33-330,1991,1.2,74,72,2,1,0,0,0,0,0,0,0,0,57,0,0,959,de GER,DF,de Bundesliga,33-330,1991,1.2,1,0.80,1,0,0,0,0,0,0,0.00,959,de GER,DF,de Bundesliga,33-330,1991,1.2,1,0,0,1,0,0,,0,2,2,0,1,2,7,0,959,de GER,DF,de Bundesliga,33-330,1991,1.2,89,14,38,48,3,0,89,0,0,,0,,46,256,128,1,0,0,0,0,56,0,1174,de GER,DF,de Bundesliga,33-330,1991,2,111,56,24.7,1.2,1,90,1,1,21,2,1.33,2,2,0,0.00,0.00,2.2,2.6,-0.4,-0.34,959,de GER,DF,de Bundesliga,33-330,1991,1.2,0,0,0,0,1,0,0,1,0,0,0,0,2,3,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Eli Junior Kroupi,fr FRA,"FW,MF",Bournemouth,eng Premier League,19.0,2006,3,0,20,0.2,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,1,0,1,4.50,0.77,960,fr FRA,"FW,MF",eng Premier League,19-098,2006,0.2,1,3,2,66.7,13.50,9.00,0.33,0.50,17.5,0,0,0,0.2,0.2,0.07,+0.8,+0.8,960,fr FRA,"FW,MF",eng Premier League,19-098,2006,0.2,4,9,44.4,67,0,0,0.0,0.0,0.0,0,0,0,0,0,960,fr FRA,"FW,MF",eng Premier League,19-098,2006,0.2,9,8,1,0,0,0,0,0,0,0,0,0,4,0,1,960,fr FRA,"FW,MF",eng Premier League,19-098,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,960,fr FRA,"FW,MF",eng Premier League,19-098,2006,0.2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,960,fr FRA,"FW,MF",eng Premier League,19-098,2006,0.2,16,1,2,4,10,4,16,1,0,0.0,1,100.0,11,39,18,1,0,1,2,0,11,1,1175,fr FRA,"FW,MF",eng Premier League,19-098,2006,3,20,7,3.7,0.2,0,,0,3,7,2,1.75,1,1,0,0.00,-0.17,0.3,0.3,0.0,+0.07,960,fr FRA,"FW,MF",eng Premier League,19-098,2006,0.2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,es La Liga,24.0,2001,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,961,br BRA,GK,es La Liga,24-258,2001,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,961,br BRA,GK,es La Liga,24-258,2001,6.0,106,131,80.9,2152,1384,0,0.0,0.0,0.0,0,0,0,0,0,961,br BRA,GK,es La Liga,24-258,2001,6.0,131,108,23,2,0,0,0,0,0,0,0,0,106,0,0,961,br BRA,GK,es La Liga,24-258,2001,6.0,0,0.00,0,0,0,0,0,0,0,0.00,961,br BRA,GK,es La Liga,24-258,2001,6.0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,961,br BRA,GK,es La Liga,24-258,2001,6.0,146,122,144,2,0,0,146,0,0,,0,,89,348,189,0,0,0,0,0,76,0,1176,br BRA,GK,es La Liga,24-258,2001,6,540,90,85.7,6.0,6,90,6,0,,1,2.17,11,4,+7,+1.17,+0.17,10.3,6.1,+4.2,+0.70,961,br BRA,GK,es La Liga,24-258,2001,6.0,1,0,0,1,0,0,0,0,0,0,1,0,9,1,0,100.0,50,br BRA,GK,es La Liga,24-258,2001,6,6,540,6.0,4,0.67,18,13,83.3,4,1,1,3,50.0,2,1,1,0,50,br BRA,GK,es La Liga,24-258,2001,6.0,4,1,0,0,0,5.6,0.23,+1.6,+0.27,4,28,14.3,110,24,23.6,27.9,56,2,3.6,7,1.17,13.3
962,Hamed Junior Traorè,ci CIV,MF,Bournemouth,eng Premier League,25.0,2000,1,0,16,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,0,0,0,5.63,1.10,962,ci CIV,MF,eng Premier League,25-225,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,962,ci CIV,MF,eng Premier League,25-225,2000,0.2,2,3,66.7,23,18,1,0.2,0.0,+0.8,1,0,0,0,0,962,ci CIV,MF,eng Premier League,25-225,2000,0.2,3,2,1,0,0,0,1,0,1,1,0,0,2,0,0,962,ci CIV,MF,eng Premier League,25-225,2000,0.2,1,5.29,1,0,0,0,0,0,1,5.29,962,ci CIV,MF,eng Premier League,25-225,2000,0.2,1,0,1,0,0,1,100.0,0,0,0,0,0,1,1,0,962,ci CIV,MF,eng Premier League,25-225,2000,0.2,7,1,6,0,1,0,7,1,0,0.0,1,100.0,1,2,0,0,0,0,0,0,0,0,1177,ci CIV,MF,eng Premier League,25-225,2000,1,16,16,3.0,0.2,0,,0,1,16,0,0.00,1,2,-1,-5.63,-5.97,0.2,0.4,-0.2,-0.99,962,ci CIV,MF,eng Premier League,25-225,2000,0.2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Hamed Junior Traorè,ci CIV,"MF,FW",Marseille,fr Ligue 1,25.0,2000,1,1,86,1.0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,2,1,2,0.00,0.54,963,ci CIV,"MF,FW",fr Ligue 1,25-225,2000,1.0,0,2,1,50.0,2.09,1.05,0.00,0.00,22.3,0,0,0,0.5,0.5,0.26,-0.5,-0.5,963,ci CIV,"MF,FW",fr Ligue 1,25-225,2000,1.0,12,22,54.5,226,94,0,0.0,0.0,0.0,0,1,1,0,1,963,ci CIV,"MF,FW",fr Ligue 1,25-225,2000,1.0,22,18,4,0,1,0,6,0,4,2,2,0,12,0,1,963,ci CIV,"MF,FW",fr Ligue 1,25-225,2000,1.0,2,2.12,2,0,0,0,0,0,0,0.00,963,ci CIV,"MF,FW",fr Ligue 1,25-225,2000,1.0,1,0,0,1,0,0,,0,2,1,1,0,1,0,0,963,ci CIV,"MF,FW",fr Ligue 1,25-225,2000,1.0,30,1,4,11,15,2,30,0,0,,0,,17,96,35,2,1,0,0,0,18,2,1178,ci CIV,"MF,FW",fr Ligue 1,25-225,2000,1,86,86,15.9,1.0,1,86,1,0,,1,0.00,0,0,0,0.00,-1.39,0.7,1.4,-0.7,-0.75,963,ci CIV,"MF,FW",fr Ligue 1,25-225,2000,1.0,0,0,0,1,2,0,6,0,0,0,0,0,3,2,2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
